Chain	ctx11	ctx12	ctx13	ctx21	ctx22	ctx23	STD	TC	diff
t22	3	5	2	6	4	1	0	84	-84
t23	3	5	2	6	4	1	0	7	-7
t11	3	5	2	6	4	1	0	19	-19
t12	3	5	2	6	4	1	0	69	-69
t13	3	5	2	6	4	1	0	17	-17
t21	3	5	2	6	4	1	0	213	-213
t22	3	5	4	1	2	6	0	12	-12
t23	3	5	4	1	2	6	0	202	-202
t11	3	5	4	1	2	6	0	22	-22
t12	3	5	4	1	2	6	0	74	-74
t13	3	5	4	1	2	6	0	64	-64
t21	3	5	4	1	2	6	0	3	-3
t22	3	5	4	1	6	2	0	175	-175
t23	3	5	4	1	6	2	0	9	-9
t11	3	5	4	1	6	2	0	18	-18
t12	3	5	4	1	6	2	0	53	-53
t13	3	5	4	1	6	2	0	56	-56
t21	3	5	4	1	6	2	0	3	-3
t22	3	5	4	2	1	6	0	9	-9
t23	3	5	4	2	1	6	0	268	-268
t11	3	5	4	2	1	6	0	22	-22
t12	3	5	4	2	1	6	0	78	-78
t13	3	5	4	2	1	6	0	68	-68
t21	3	5	4	2	1	6	0	12	-12
t22	3	5	4	2	6	1	0	179	-179
t23	3	5	4	2	6	1	0	6	-6
t11	3	5	4	2	6	1	0	18	-18
t12	3	5	4	2	6	1	0	53	-53
t13	3	5	4	2	6	1	0	56	-56
t21	3	5	4	2	6	1	0	8	-8
t22	3	5	4	6	1	2	0	25	-25
t23	3	5	4	6	1	2	0	16	-16
t11	3	5	4	6	1	2	0	24	-24
t12	3	5	4	6	1	2	0	74	-74
t13	3	5	4	6	1	2	0	68	-68
t21	3	5	4	6	1	2	0	213	-213
t22	3	5	4	6	2	1	0	30	-30
t23	3	5	4	6	2	1	0	7	-7
t11	3	5	4	6	2	1	0	24	-24
t12	3	5	4	6	2	1	0	74	-74
t13	3	5	4	6	2	1	0	68	-68
t21	3	5	4	6	2	1	0	213	-213
t22	3	5	6	1	2	4	12	12	0
t23	3	5	6	1	2	4	47	47	0
t11	3	5	6	1	2	4	22	22	0
t12	3	5	6	1	2	4	50	50	0
t13	3	5	6	1	2	4	146	146	0
t21	3	5	6	1	2	4	3	3	0
t22	3	5	6	1	4	2	47	47	0
t23	3	5	6	1	4	2	8	8	0
t11	3	5	6	1	4	2	18	18	0
t12	3	5	6	1	4	2	50	50	0
t13	3	5	6	1	4	2	142	142	0
t21	3	5	6	1	4	2	3	3	0
t22	3	5	6	2	1	4	9	9	0
t23	3	5	6	2	1	4	47	47	0
t11	3	5	6	2	1	4	22	22	0
t12	3	5	6	2	1	4	50	50	0
t13	3	5	6	2	1	4	162	162	0
t21	3	5	6	2	1	4	12	12	0
t22	3	5	6	2	4	1	47	47	0
t23	3	5	6	2	4	1	5	5	0
t11	3	5	6	2	4	1	18	18	0
t12	3	5	6	2	4	1	65	65	0
t13	3	5	6	2	4	1	158	158	0
t21	3	5	6	2	4	1	8	8	0
t22	3	5	6	4	1	2	9	9	0
t23	3	5	6	4	1	2	14	14	0
t11	3	5	6	4	1	2	24	24	0
t12	3	5	6	4	1	2	75	75	0
t13	3	5	6	4	1	2	190	182	8
t21	3	5	6	4	1	2	47	47	0
t22	3	5	6	4	2	1	14	14	0
t23	3	5	6	4	2	1	5	5	0
t11	3	5	6	4	2	1	33	24	9
t12	3	5	6	4	2	1	80	75	5
t13	3	5	6	4	2	1	231	214	17
t21	3	5	6	4	2	1	71	71	0
t22	3	6	1	2	4	5	0	46	-46
t23	3	6	1	2	4	5	0	51	-51
t11	3	6	1	2	4	5	0	17	-17
t12	3	6	1	2	4	5	0	93	-93
t13	3	6	1	2	4	5	0	14	-14
t21	3	6	1	2	4	5	0	7	-7
t22	3	6	1	2	5	4	0	66	-66
t23	3	6	1	2	5	4	0	32	-32
t11	3	6	1	2	5	4	0	17	-17
t12	3	6	1	2	5	4	0	94	-94
t13	3	6	1	2	5	4	0	14	-14
t21	3	6	1	2	5	4	0	7	-7
t22	3	6	1	4	2	5	0	13	-13
t23	3	6	1	4	2	5	0	51	-51
t11	3	6	1	4	2	5	0	23	-23
t12	3	6	1	4	2	5	0	115	-115
t13	3	6	1	4	2	5	0	16	-16
t21	3	6	1	4	2	5	0	46	-46
t22	3	6	1	4	5	2	0	66	-66
t23	3	6	1	4	5	2	0	9	-9
t11	3	6	1	4	5	2	0	19	-19
t12	3	6	1	4	5	2	0	114	-114
t13	3	6	1	4	5	2	0	16	-16
t21	3	6	1	4	5	2	0	32	-32
t22	3	6	1	5	2	4	0	13	-13
t23	3	6	1	5	2	4	0	48	-48
t11	3	6	1	5	2	4	0	23	-23
t12	3	6	1	5	2	4	0	137	-137
t13	3	6	1	5	2	4	0	18	-18
t21	3	6	1	5	2	4	0	75	-75
t22	3	6	1	5	4	2	0	48	-48
t23	3	6	1	5	4	2	0	10	-10
t11	3	6	1	5	4	2	0	19	-19
t12	3	6	1	5	4	2	0	133	-133
t13	3	6	1	5	4	2	0	18	-18
t21	3	6	1	5	4	2	0	75	-75
t22	3	6	2	1	4	5	0	46	-46
t23	3	6	2	1	4	5	0	51	-51
t11	3	6	2	1	4	5	0	17	-17
t12	3	6	2	1	4	5	0	93	-93
t13	3	6	2	1	4	5	0	17	-17
t21	3	6	2	1	4	5	0	3	-3
t22	3	6	2	1	5	4	0	51	-51
t23	3	6	2	1	5	4	0	32	-32
t11	3	6	2	1	5	4	0	17	-17
t12	3	6	2	1	5	4	0	93	-93
t13	3	6	2	1	5	4	0	17	-17
t21	3	6	2	1	5	4	0	3	-3
t22	3	6	2	4	1	5	0	9	-9
t23	3	6	2	4	1	5	0	51	-51
t11	3	6	2	4	1	5	0	23	-23
t12	3	6	2	4	1	5	0	115	-115
t13	3	6	2	4	1	5	0	25	-25
t21	3	6	2	4	1	5	0	46	-46
t22	3	6	2	4	5	1	0	66	-66
t23	3	6	2	4	5	1	0	5	-5
t11	3	6	2	4	5	1	0	19	-19
t12	3	6	2	4	5	1	0	114	-114
t13	3	6	2	4	5	1	0	21	-21
t21	3	6	2	4	5	1	0	32	-32
t22	3	6	2	5	1	4	0	9	-9
t23	3	6	2	5	1	4	0	48	-48
t11	3	6	2	5	1	4	0	23	-23
t12	3	6	2	5	1	4	0	137	-137
t13	3	6	2	5	1	4	0	27	-27
t21	3	6	2	5	1	4	0	75	-75
t22	3	6	2	5	4	1	0	48	-48
t23	3	6	2	5	4	1	0	6	-6
t11	3	6	2	5	4	1	0	19	-19
t12	3	6	2	5	4	1	0	133	-133
t13	3	6	2	5	4	1	0	23	-23
t21	3	6	2	5	4	1	0	75	-75
t22	3	6	4	1	2	5	0	12	-12
t23	3	6	4	1	2	5	0	51	-51
t11	3	6	4	1	2	5	0	22	-22
t12	3	6	4	1	2	5	0	98	-98
t13	3	6	4	1	2	5	0	76	-76
t21	3	6	4	1	2	5	0	3	-3
t22	3	6	4	1	5	2	0	51	-51
t23	3	6	4	1	5	2	0	8	-8
t11	3	6	4	1	5	2	0	18	-18
t12	3	6	4	1	5	2	0	94	-94
t13	3	6	4	1	5	2	0	62	-62
t21	3	6	4	1	5	2	0	3	-3
t22	3	6	4	2	1	5	0	9	-9
t23	3	6	4	2	1	5	0	51	-51
t11	3	6	4	2	1	5	0	22	-22
t12	3	6	4	2	1	5	0	112	-112
t13	3	6	4	2	1	5	0	100	-100
t21	3	6	4	2	1	5	0	12	-12
t22	3	6	4	2	5	1	0	66	-66
t23	3	6	4	2	5	1	0	5	-5
t11	3	6	4	2	5	1	0	18	-18
t12	3	6	4	2	5	1	0	109	-109
t13	3	6	4	2	5	1	0	73	-73
t21	3	6	4	2	5	1	0	8	-8
t22	3	6	4	5	1	2	0	9	-9
t23	3	6	4	5	1	2	0	14	-14
t11	3	6	4	5	1	2	0	24	-24
t12	3	6	4	5	1	2	0	138	-138
t13	3	6	4	5	1	2	0	92	-92
t21	3	6	4	5	1	2	0	75	-75
t22	3	6	4	5	2	1	0	14	-14
t23	3	6	4	5	2	1	0	5	-5
t11	3	6	4	5	2	1	0	24	-24
t12	3	6	4	5	2	1	0	138	-138
t13	3	6	4	5	2	1	0	92	-92
t21	3	6	4	5	2	1	0	75	-75
t22	3	6	5	1	2	4	0	12	-12
t23	3	6	5	1	2	4	0	47	-47
t11	3	6	5	1	2	4	0	22	-22
t12	3	6	5	1	2	4	0	98	-98
t13	3	6	5	1	2	4	0	118	-118
t21	3	6	5	1	2	4	0	3	-3
t22	3	6	5	1	4	2	0	47	-47
t23	3	6	5	1	4	2	0	8	-8
t11	3	6	5	1	4	2	0	18	-18
t12	3	6	5	1	4	2	0	94	-94
t13	3	6	5	1	4	2	0	118	-118
t21	3	6	5	1	4	2	0	3	-3
t22	3	6	5	2	1	4	0	9	-9
t23	3	6	5	2	1	4	0	47	-47
t11	3	6	5	2	1	4	0	22	-22
t12	3	6	5	2	1	4	0	112	-112
t13	3	6	5	2	1	4	0	120	-120
t21	3	6	5	2	1	4	0	12	-12
t22	3	6	5	2	4	1	0	47	-47
t23	3	6	5	2	4	1	0	5	-5
t11	3	6	5	2	4	1	0	18	-18
t12	3	6	5	2	4	1	0	108	-108
t13	3	6	5	2	4	1	0	118	-118
t21	3	6	5	2	4	1	0	8	-8
t22	3	6	5	4	1	2	0	9	-9
t23	3	6	5	4	1	2	0	14	-14
t11	3	6	5	4	1	2	0	24	-24
t12	3	6	5	4	1	2	0	116	-116
t13	3	6	5	4	1	2	0	131	-131
t21	3	6	5	4	1	2	0	47	-47
t22	3	6	5	4	2	1	0	14	-14
t23	3	6	5	4	2	1	0	5	-5
t11	3	6	5	4	2	1	0	24	-24
t12	3	6	5	4	2	1	0	138	-138
t13	3	6	5	4	2	1	0	156	-156
t21	3	6	5	4	2	1	0	71	-71
t22	4	1	2	3	5	6	155	133	22
t23	4	1	2	3	5	6	432	310	122
t11	4	1	2	3	5	6	38	26	12
t12	4	1	2	3	5	6	4	3	1
t13	4	1	2	3	5	6	14	8	6
t21	4	1	2	3	5	6	27	9	18
t22	4	1	2	3	6	5	433	180	253
t23	4	1	2	3	6	5	238	134	104
t11	4	1	2	3	6	5	38	26	12
t12	4	1	2	3	6	5	4	3	1
t13	4	1	2	3	6	5	14	8	6
t21	4	1	2	3	6	5	27	9	18
t22	4	1	2	5	3	6	0	23	-23
t23	4	1	2	5	3	6	0	439	-439
t11	4	1	2	5	3	6	0	32	-32
t12	4	1	2	5	3	6	0	3	-3
t13	4	1	2	5	3	6	0	9	-9
t21	4	1	2	5	3	6	0	155	-155
t22	4	1	2	5	6	3	0	265	-265
t23	4	1	2	5	6	3	0	13	-13
t11	4	1	2	5	6	3	0	28	-28
t12	4	1	2	5	6	3	0	3	-3
t13	4	1	2	5	6	3	0	8	-8
t21	4	1	2	5	6	3	0	94	-94
t22	4	1	2	6	3	5	0	31	-31
t23	4	1	2	6	3	5	0	166	-166
t11	4	1	2	6	3	5	0	32	-32
t12	4	1	2	6	3	5	0	3	-3
t13	4	1	2	6	3	5	0	9	-9
t21	4	1	2	6	3	5	0	213	-213
t22	4	1	2	6	5	3	0	212	-212
t23	4	1	2	6	5	3	0	14	-14
t11	4	1	2	6	5	3	0	28	-28
t12	4	1	2	6	5	3	0	3	-3
t13	4	1	2	6	5	3	0	8	-8
t21	4	1	2	6	5	3	0	213	-213
t22	4	1	3	2	5	6	155	133	22
t23	4	1	3	2	5	6	414	306	108
t11	4	1	3	2	5	6	38	26	12
t12	4	1	3	2	5	6	4	3	1
t13	4	1	3	2	5	6	19	11	8
t21	4	1	3	2	5	6	9	5	4
t22	4	1	3	2	6	5	393	176	217
t23	4	1	3	2	6	5	238	130	108
t11	4	1	3	2	6	5	38	26	12
t12	4	1	3	2	6	5	4	3	1
t13	4	1	3	2	6	5	19	11	8
t21	4	1	3	2	6	5	9	5	4
t22	4	1	3	5	2	6	0	19	-19
t23	4	1	3	5	2	6	0	435	-435
t11	4	1	3	5	2	6	0	32	-32
t12	4	1	3	5	2	6	0	3	-3
t13	4	1	3	5	2	6	0	18	-18
t21	4	1	3	5	2	6	0	155	-155
t22	4	1	3	5	6	2	0	265	-265
t23	4	1	3	5	6	2	0	9	-9
t11	4	1	3	5	6	2	0	28	-28
t12	4	1	3	5	6	2	0	3	-3
t13	4	1	3	5	6	2	0	13	-13
t21	4	1	3	5	6	2	0	94	-94
t22	4	1	3	6	2	5	0	27	-27
t23	4	1	3	6	2	5	0	166	-166
t11	4	1	3	6	2	5	0	32	-32
t12	4	1	3	6	2	5	0	3	-3
t13	4	1	3	6	2	5	0	18	-18
t21	4	1	3	6	2	5	0	213	-213
t22	4	1	3	6	5	2	0	212	-212
t23	4	1	3	6	5	2	0	10	-10
t11	4	1	3	6	5	2	0	28	-28
t12	4	1	3	6	5	2	0	3	-3
t13	4	1	3	6	5	2	0	13	-13
t21	4	1	3	6	5	2	0	213	-213
t22	4	1	5	2	3	6	18	14	4
t23	4	1	5	2	3	6	288	206	82
t11	4	1	5	2	3	6	28	26	2
t12	4	1	5	2	3	6	3	3	0
t13	4	1	5	2	3	6	84	68	16
t21	4	1	5	2	3	6	7	5	2
t22	4	1	5	2	6	3	492	176	316
t23	4	1	5	2	6	3	25	11	14
t11	4	1	5	2	6	3	55	22	33
t12	4	1	5	2	6	3	5	3	2
t13	4	1	5	2	6	3	165	56	109
t21	4	1	5	2	6	3	11	5	6
t22	4	1	5	3	2	6	15	11	4
t23	4	1	5	3	2	6	347	272	75
t11	4	1	5	3	2	6	28	26	2
t12	4	1	5	3	2	6	3	3	0
t13	4	1	5	3	2	6	104	84	20
t21	4	1	5	3	2	6	18	14	4
t22	4	1	5	3	6	2	553	181	372
t23	4	1	5	3	6	2	23	8	15
t11	4	1	5	3	6	2	62	22	40
t12	4	1	5	3	6	2	5	3	2
t13	4	1	5	3	6	2	194	56	138
t21	4	1	5	3	6	2	50	10	40
t22	4	1	5	6	2	3	0	27	-27
t23	4	1	5	6	2	3	0	18	-18
t11	4	1	5	6	2	3	0	28	-28
t12	4	1	5	6	2	3	0	3	-3
t13	4	1	5	6	2	3	0	80	-80
t21	4	1	5	6	2	3	0	213	-213
t22	4	1	5	6	3	2	0	32	-32
t23	4	1	5	6	3	2	0	9	-9
t11	4	1	5	6	3	2	0	28	-28
t12	4	1	5	6	3	2	0	3	-3
t13	4	1	5	6	3	2	0	80	-80
t21	4	1	5	6	3	2	0	213	-213
t22	4	1	6	2	3	5	18	14	4
t23	4	1	6	2	3	5	67	55	12
t11	4	1	6	2	3	5	28	26	2
t12	4	1	6	2	3	5	3	3	0
t13	4	1	6	2	3	5	126	122	4
t21	4	1	6	2	3	5	7	5	2
t22	4	1	6	2	5	3	72	72	0
t23	4	1	6	2	5	3	12	10	2
t11	4	1	6	2	5	3	26	22	4
t12	4	1	6	2	5	3	3	3	0
t13	4	1	6	2	5	3	137	135	2
t21	4	1	6	2	5	3	7	5	2
t22	4	1	6	3	2	5	15	11	4
t23	4	1	6	3	2	5	67	55	12
t11	4	1	6	3	2	5	28	26	2
t12	4	1	6	3	2	5	3	3	0
t13	4	1	6	3	2	5	127	122	5
t21	4	1	6	3	2	5	18	14	4
t22	4	1	6	3	5	2	74	72	2
t23	4	1	6	3	5	2	11	7	4
t11	4	1	6	3	5	2	31	22	9
t12	4	1	6	3	5	2	3	3	0
t13	4	1	6	3	5	2	146	135	11
t21	4	1	6	3	5	2	14	10	4
t22	4	1	6	5	2	3	25	12	13
t23	4	1	6	5	2	3	34	17	17
t11	4	1	6	5	2	3	51	28	23
t12	4	1	6	5	2	3	4	3	1
t13	4	1	6	5	2	3	225	163	62
t21	4	1	6	5	2	3	135	93	42
t22	4	1	6	5	3	2	37	17	20
t23	4	1	6	5	3	2	14	8	6
t11	4	1	6	5	3	2	61	28	33
t12	4	1	6	5	3	2	5	3	2
t13	4	1	6	5	3	2	249	163	86
t21	4	1	6	5	3	2	135	93	42
t22	4	2	1	3	5	6	226	133	93
t23	4	2	1	3	5	6	619	310	309
t11	4	2	1	3	5	6	48	26	22
t12	4	2	1	3	5	6	24	7	17
t13	4	2	1	3	5	6	11	6	5
t21	4	2	1	3	5	6	37	9	28
t22	4	2	1	3	6	5	584	180	404
t23	4	2	1	3	6	5	343	134	209
t11	4	2	1	3	6	5	48	26	22
t12	4	2	1	3	6	5	24	7	17
t13	4	2	1	3	6	5	11	6	5
t21	4	2	1	3	6	5	37	9	28
t22	4	2	1	5	3	6	0	23	-23
t23	4	2	1	5	3	6	0	439	-439
t11	4	2	1	5	3	6	0	32	-32
t12	4	2	1	5	3	6	0	7	-7
t13	4	2	1	5	3	6	0	8	-8
t21	4	2	1	5	3	6	0	155	-155
t22	4	2	1	5	6	3	0	265	-265
t23	4	2	1	5	6	3	0	13	-13
t11	4	2	1	5	6	3	0	28	-28
t12	4	2	1	5	6	3	0	7	-7
t13	4	2	1	5	6	3	0	7	-7
t21	4	2	1	5	6	3	0	94	-94
t22	4	2	1	6	3	5	0	31	-31
t23	4	2	1	6	3	5	0	166	-166
t11	4	2	1	6	3	5	0	32	-32
t12	4	2	1	6	3	5	0	7	-7
t13	4	2	1	6	3	5	0	8	-8
t21	4	2	1	6	3	5	0	213	-213
t22	4	2	1	6	5	3	0	212	-212
t23	4	2	1	6	5	3	0	14	-14
t11	4	2	1	6	5	3	0	28	-28
t12	4	2	1	6	5	3	0	7	-7
t13	4	2	1	6	5	3	0	7	-7
t21	4	2	1	6	5	3	0	213	-213
t22	4	2	3	1	5	6	187	133	54
t23	4	2	3	1	5	6	472	304	168
t11	4	2	3	1	5	6	44	26	18
t12	4	2	3	1	5	6	7	6	1
t13	4	2	3	1	5	6	19	11	8
t21	4	2	3	1	5	6	3	3	0
t22	4	2	3	1	6	5	449	175	274
t23	4	2	3	1	6	5	257	130	127
t11	4	2	3	1	6	5	44	26	18
t12	4	2	3	1	6	5	7	6	1
t13	4	2	3	1	6	5	19	11	8
t21	4	2	3	1	6	5	3	3	0
t22	4	2	3	5	1	6	0	17	-17
t23	4	2	3	5	1	6	0	433	-433
t11	4	2	3	5	1	6	0	32	-32
t12	4	2	3	5	1	6	0	12	-12
t13	4	2	3	5	1	6	0	19	-19
t21	4	2	3	5	1	6	0	155	-155
t22	4	2	3	5	6	1	0	265	-265
t23	4	2	3	5	6	1	0	7	-7
t11	4	2	3	5	6	1	0	28	-28
t12	4	2	3	5	6	1	0	8	-8
t13	4	2	3	5	6	1	0	15	-15
t21	4	2	3	5	6	1	0	94	-94
t22	4	2	3	6	1	5	0	25	-25
t23	4	2	3	6	1	5	0	166	-166
t11	4	2	3	6	1	5	0	32	-32
t12	4	2	3	6	1	5	0	12	-12
t13	4	2	3	6	1	5	0	19	-19
t21	4	2	3	6	1	5	0	213	-213
t22	4	2	3	6	5	1	0	212	-212
t23	4	2	3	6	5	1	0	8	-8
t11	4	2	3	6	5	1	0	28	-28
t12	4	2	3	6	5	1	0	8	-8
t13	4	2	3	6	5	1	0	15	-15
t21	4	2	3	6	5	1	0	213	-213
t22	4	2	5	1	3	6	18	14	4
t23	4	2	5	1	3	6	293	204	89
t11	4	2	5	1	3	6	28	26	2
t12	4	2	5	1	3	6	6	6	0
t13	4	2	5	1	3	6	87	68	19
t21	4	2	5	1	3	6	3	3	0
t22	4	2	5	1	6	3	492	175	317
t23	4	2	5	1	6	3	25	11	14
t11	4	2	5	1	6	3	55	22	33
t12	4	2	5	1	6	3	8	6	2
t13	4	2	5	1	6	3	165	59	106
t21	4	2	5	1	6	3	3	3	0
t22	4	2	5	3	1	6	9	9	0
t23	4	2	5	3	1	6	353	270	83
t11	4	2	5	3	1	6	28	26	2
t12	4	2	5	3	1	6	12	12	0
t13	4	2	5	3	1	6	108	93	15
t21	4	2	5	3	1	6	18	14	4
t22	4	2	5	3	6	1	795	181	614
t23	4	2	5	3	6	1	13	6	7
t11	4	2	5	3	6	1	74	22	52
t12	4	2	5	3	6	1	51	8	43
t13	4	2	5	3	6	1	256	61	195
t21	4	2	5	3	6	1	62	10	52
t22	4	2	5	6	1	3	0	25	-25
t23	4	2	5	6	1	3	0	18	-18
t11	4	2	5	6	1	3	0	28	-28
t12	4	2	5	6	1	3	0	12	-12
t13	4	2	5	6	1	3	0	84	-84
t21	4	2	5	6	1	3	0	213	-213
t22	4	2	5	6	3	1	0	32	-32
t23	4	2	5	6	3	1	0	7	-7
t11	4	2	5	6	3	1	0	28	-28
t12	4	2	5	6	3	1	0	8	-8
t13	4	2	5	6	3	1	0	84	-84
t21	4	2	5	6	3	1	0	213	-213
t22	4	2	6	1	3	5	18	14	4
t23	4	2	6	1	3	5	67	55	12
t11	4	2	6	1	3	5	28	26	2
t12	4	2	6	1	3	5	6	6	0
t13	4	2	6	1	3	5	129	125	4
t21	4	2	6	1	3	5	3	3	0
t22	4	2	6	1	5	3	72	72	0
t23	4	2	6	1	5	3	12	10	2
t11	4	2	6	1	5	3	26	22	4
t12	4	2	6	1	5	3	6	6	0
t13	4	2	6	1	5	3	140	138	2
t21	4	2	6	1	5	3	3	3	0
t22	4	2	6	3	1	5	9	9	0
t23	4	2	6	3	1	5	67	55	12
t11	4	2	6	3	1	5	28	26	2
t12	4	2	6	3	1	5	12	12	0
t13	4	2	6	3	1	5	132	128	4
t21	4	2	6	3	1	5	18	14	4
t22	4	2	6	3	5	1	74	72	2
t23	4	2	6	3	5	1	5	5	0
t11	4	2	6	3	5	1	31	22	9
t12	4	2	6	3	5	1	8	8	0
t13	4	2	6	3	5	1	148	140	8
t21	4	2	6	3	5	1	14	10	4
t22	4	2	6	5	1	3	17	10	7
t23	4	2	6	5	1	3	34	17	17
t11	4	2	6	5	1	3	51	28	23
t12	4	2	6	5	1	3	22	12	10
t13	4	2	6	5	1	3	242	172	70
t21	4	2	6	5	1	3	135	93	42
t22	4	2	6	5	3	1	37	17	20
t23	4	2	6	5	3	1	6	6	0
t11	4	2	6	5	3	1	61	28	33
t12	4	2	6	5	3	1	15	8	7
t13	4	2	6	5	3	1	259	168	91
t21	4	2	6	5	3	1	135	93	42
t22	4	3	1	2	5	6	232	133	99
t23	4	3	1	2	5	6	608	308	300
t11	4	3	1	2	5	6	54	26	28
t12	4	3	1	2	5	6	32	10	22
t13	4	3	1	2	5	6	12	8	4
t21	4	3	1	2	5	6	27	7	20
t22	4	3	1	2	6	5	580	178	402
t23	4	3	1	2	6	5	349	132	217
t11	4	3	1	2	6	5	54	26	28
t12	4	3	1	2	6	5	32	10	22
t13	4	3	1	2	6	5	12	8	4
t21	4	3	1	2	6	5	27	7	20
t22	4	3	1	5	2	6	0	21	-21
t23	4	3	1	5	2	6	0	437	-437
t11	4	3	1	5	2	6	0	32	-32
t12	4	3	1	5	2	6	0	16	-16
t13	4	3	1	5	2	6	0	8	-8
t21	4	3	1	5	2	6	0	155	-155
t22	4	3	1	5	6	2	0	265	-265
t23	4	3	1	5	6	2	0	11	-11
t11	4	3	1	5	6	2	0	28	-28
t12	4	3	1	5	6	2	0	12	-12
t13	4	3	1	5	6	2	0	8	-8
t21	4	3	1	5	6	2	0	94	-94
t22	4	3	1	6	2	5	0	29	-29
t23	4	3	1	6	2	5	0	166	-166
t11	4	3	1	6	2	5	0	32	-32
t12	4	3	1	6	2	5	0	16	-16
t13	4	3	1	6	2	5	0	8	-8
t21	4	3	1	6	2	5	0	213	-213
t22	4	3	1	6	5	2	0	212	-212
t23	4	3	1	6	5	2	0	12	-12
t11	4	3	1	6	5	2	0	28	-28
t12	4	3	1	6	5	2	0	12	-12
t13	4	3	1	6	5	2	0	8	-8
t21	4	3	1	6	5	2	0	213	-213
t22	4	3	2	1	5	6	232	133	99
t23	4	3	2	1	5	6	565	304	261
t11	4	3	2	1	5	6	54	26	28
t12	4	3	2	1	5	6	32	10	22
t13	4	3	2	1	5	6	15	11	4
t21	4	3	2	1	5	6	3	3	0
t22	4	3	2	1	6	5	573	175	398
t23	4	3	2	1	6	5	344	130	214
t11	4	3	2	1	6	5	54	26	28
t12	4	3	2	1	6	5	32	10	22
t13	4	3	2	1	6	5	15	11	4
t21	4	3	2	1	6	5	3	3	0
t22	4	3	2	5	1	6	0	17	-17
t23	4	3	2	5	1	6	0	433	-433
t11	4	3	2	5	1	6	0	32	-32
t12	4	3	2	5	1	6	0	16	-16
t13	4	3	2	5	1	6	0	17	-17
t21	4	3	2	5	1	6	0	155	-155
t22	4	3	2	5	6	1	0	265	-265
t23	4	3	2	5	6	1	0	7	-7
t11	4	3	2	5	6	1	0	28	-28
t12	4	3	2	5	6	1	0	12	-12
t13	4	3	2	5	6	1	0	13	-13
t21	4	3	2	5	6	1	0	94	-94
t22	4	3	2	6	1	5	0	25	-25
t23	4	3	2	6	1	5	0	166	-166
t11	4	3	2	6	1	5	0	32	-32
t12	4	3	2	6	1	5	0	16	-16
t13	4	3	2	6	1	5	0	17	-17
t21	4	3	2	6	1	5	0	213	-213
t22	4	3	2	6	5	1	0	212	-212
t23	4	3	2	6	5	1	0	8	-8
t11	4	3	2	6	5	1	0	28	-28
t12	4	3	2	6	5	1	0	12	-12
t13	4	3	2	6	5	1	0	13	-13
t21	4	3	2	6	5	1	0	213	-213
t22	4	3	5	1	2	6	12	12	0
t23	4	3	5	1	2	6	293	202	91
t11	4	3	5	1	2	6	28	26	2
t12	4	3	5	1	2	6	15	15	0
t13	4	3	5	1	2	6	96	76	20
t21	4	3	5	1	2	6	3	3	0
t22	4	3	5	1	6	2	593	175	418
t23	4	3	5	1	6	2	14	9	5
t11	4	3	5	1	6	2	62	22	40
t12	4	3	5	1	6	2	43	11	32
t13	4	3	5	1	6	2	218	64	154
t21	4	3	5	1	6	2	3	3	0
t22	4	3	5	2	1	6	9	9	0
t23	4	3	5	2	1	6	353	268	85
t11	4	3	5	2	1	6	28	26	2
t12	4	3	5	2	1	6	15	15	0
t13	4	3	5	2	1	6	110	96	14
t21	4	3	5	2	1	6	12	12	0
t22	4	3	5	2	6	1	753	179	574
t23	4	3	5	2	6	1	13	6	7
t11	4	3	5	2	6	1	74	22	52
t12	4	3	5	2	6	1	54	11	43
t13	4	3	5	2	6	1	258	64	194
t21	4	3	5	2	6	1	48	8	40
t22	4	3	5	6	1	2	0	25	-25
t23	4	3	5	6	1	2	0	16	-16
t11	4	3	5	6	1	2	0	28	-28
t12	4	3	5	6	1	2	0	17	-17
t13	4	3	5	6	1	2	0	84	-84
t21	4	3	5	6	1	2	0	213	-213
t22	4	3	5	6	2	1	0	30	-30
t23	4	3	5	6	2	1	0	7	-7
t11	4	3	5	6	2	1	0	28	-28
t12	4	3	5	6	2	1	0	17	-17
t13	4	3	5	6	2	1	0	84	-84
t21	4	3	5	6	2	1	0	213	-213
t22	4	3	6	1	2	5	12	12	0
t23	4	3	6	1	2	5	67	55	12
t11	4	3	6	1	2	5	28	26	2
t12	4	3	6	1	2	5	15	15	0
t13	4	3	6	1	2	5	132	130	2
t21	4	3	6	1	2	5	3	3	0
t22	4	3	6	1	5	2	72	72	0
t23	4	3	6	1	5	2	8	8	0
t11	4	3	6	1	5	2	26	22	4
t12	4	3	6	1	5	2	11	11	0
t13	4	3	6	1	5	2	145	143	2
t21	4	3	6	1	5	2	3	3	0
t22	4	3	6	2	1	5	9	9	0
t23	4	3	6	2	1	5	67	55	12
t11	4	3	6	2	1	5	28	26	2
t12	4	3	6	2	1	5	15	15	0
t13	4	3	6	2	1	5	135	131	4
t21	4	3	6	2	1	5	12	12	0
t22	4	3	6	2	5	1	72	72	0
t23	4	3	6	2	5	1	5	5	0
t11	4	3	6	2	5	1	26	22	4
t12	4	3	6	2	5	1	11	11	0
t13	4	3	6	2	5	1	145	143	2
t21	4	3	6	2	5	1	8	8	0
t22	4	3	6	5	1	2	17	10	7
t23	4	3	6	5	1	2	24	15	9
t11	4	3	6	5	1	2	51	28	23
t12	4	3	6	5	1	2	32	17	15
t13	4	3	6	5	1	2	252	177	75
